candidate_count,seed,utility_mae,target_sd,target_absmean,nmae_sd,nmae_absmean,mean_top2_margin,median_top2_margin,mean_positive_top2_margin,zero_margin_rate,mean_max_abs_error,mean_ratio_max_error_margin_positive,median_ratio_max_error_margin_positive,mean_ratio_mean_error_margin_positive,bound_rate_max_error_gt_half_margin,bound_rate_positive_margin,decision_error_rate,decision_accuracy,strict_top1_accuracy,mean_regret,episodes,states
16,101,0.04727691039443016,0.06770249456167221,0.042856365442276,0.6983038173189353,1.1031479199538812,0.025181119597206512,0.0,0.07053534901178295,0.643,0.12911354678310455,27.217293461020738,2.2744726637997066,12.707250958369027,0.9935,0.9817927170868347,0.7151666666666666,0.2848333333333334,0.1741666666666667,0.06933666636049747,6000,4
16,202,0.04652505740523338,0.06832753121852875,0.0437256321310997,0.6809123141949103,1.0640225226645175,0.022955475660661858,0.0,0.06609062090401686,0.6526666666666667,0.12373348992380002,15.106419236280134,2.365939316548984,6.057623403940101,0.9936666666666667,0.9817658349328215,0.7021666666666667,0.2978333333333333,0.1835,0.06557934549699226,6000,4
16,303,0.04588683322072029,0.06677265465259552,0.04308269917964935,0.6872099583199157,1.0650872413861086,0.024502634675552446,0.0,0.07105645628483069,0.6551666666666667,0.1235101115591824,10.55875719785702,2.2944736142787474,4.450257665390174,0.9938333333333333,0.9821169647172547,0.6986666666666667,0.30133333333333334,0.1855,0.06499971621111035,6000,4
16,404,0.04662465676665306,0.0686475858092308,0.04407041519880295,0.6791885864161534,1.0579581915969671,0.02484385280062755,0.0,0.07243105772777711,0.657,0.12617106006853282,11.21362082502391,2.2428483761742237,4.751002367962624,0.9953333333333333,0.9863945578231292,0.7011666666666667,0.2988333333333333,0.18166666666666664,0.0666806733906269,6000,4
16,505,0.046475354582071304,0.06791277229785919,0.043219685554504395,0.6843389396361949,1.0753283830226201,0.025454265261689823,0.0,0.07143385948088818,0.6436666666666666,0.12512767237812902,9.158918394556988,2.2933507284497745,3.6938415476021844,0.9935,0.9817586529466792,0.7105,0.2895,0.1761666666666667,0.06869978117446104,6000,4
32,101,0.0277393888682127,0.0369485542178154,0.02547263726592064,0.7507570852349525,1.0889877078147971,0.015267515753706296,0.0,0.0423118219502253,0.6391666666666667,0.09371343209159871,15.077882655156433,2.821802444767566,4.9492051439647184,0.9986666666666667,0.9963048498845266,0.7756666666666666,0.22433333333333338,0.14116666666666666,0.06077579052746296,6000,4
32,202,0.026230446994304657,0.03578284755349159,0.024712324142456055,0.7330452657545742,1.0614318120423343,0.014398668592174847,0.0,0.04077018006278862,0.6468333333333334,0.09086132725266119,23.875635939503105,2.8736850414041535,7.283187338469218,0.9991666666666666,0.9976403964134025,0.7796666666666666,0.22033333333333338,0.14116666666666666,0.05876011389990648,6000,4
32,303,0.02649318240582943,0.0369107685983181,0.025499364361166954,0.7177629567712831,1.038974228164525,0.014743602618575095,0.0,0.043727936584997816,0.6628333333333334,0.09216410751113047,11.168874021183504,2.9333868546554727,3.424810694256773,0.9991666666666666,0.9975284231339595,0.7778333333333334,0.22216666666666662,0.13983333333333337,0.061836562554041546,6000,4
32,404,0.02674522064626217,0.0367295928299427,0.025308193638920784,0.7281654542181292,1.0567810973728058,0.015890484258532525,0.0,0.043635197048601894,0.6358333333333333,0.09285749061405658,23.78485231414052,2.7199165544541892,7.709210318633858,0.9998333333333334,0.9995423340961098,0.7781666666666667,0.22183333333333333,0.137,0.06259624767551819,6000,4
32,505,0.025957820937037468,0.0356324166059494,0.02464723214507103,0.728488926925697,1.053173873003364,0.015402769669890404,0.0,0.04004186222675148,0.6153333333333333,0.08716525265822808,44.9623504231425,2.831934473919561,15.721904751491227,0.999,0.9974003466204506,0.7815,0.21850000000000003,0.14016666666666666,0.058626855256656805,6000,4
64,101,0.014439611695706844,0.02010457031428814,0.01408819667994976,0.718225332348672,1.0249439316997337,0.008978285863995551,0.0,0.02516100662492915,0.6431666666666667,0.0644618946844712,27.52070592649698,3.1708639503242155,6.059820331847849,0.9998333333333334,0.9995329285380663,0.8643333333333333,0.1356666666666667,0.08899999999999997,0.05130112480620543,6000,4
64,202,0.014305192977190018,0.01957596465945244,0.013787265866994858,0.7307529016345369,1.0375656141827958,0.008801786760489146,0.0,0.024793765522504636,0.645,0.06193464454635978,11.642633327323422,3.3583406668228264,3.1273536629771534,0.9996666666666667,0.9990610328638497,0.849,0.15100000000000002,0.09799999999999998,0.04819958087801933,6000,4
64,303,0.014574329368770123,0.019279466941952705,0.013838812708854675,0.7559508472226449,1.0531488268097473,0.0091218218455712,0.0,0.023034903650432325,0.604,0.06261608259721349,23.13686619820266,3.4568105362863486,6.492408029610117,0.9998333333333334,0.9995791245791246,0.8445,0.15549999999999997,0.09583333333333333,0.04787390814224879,6000,4
64,404,0.014609974808990955,0.019757289439439774,0.013989635743200779,0.7394726312925457,1.0443427603961506,0.007925421367088953,0.0,0.02215868042988524,0.6423333333333333,0.06276632650289685,21.974434150403734,3.5120171740652495,5.424379265222378,1.0,1.0,0.8511666666666666,0.14883333333333337,0.08799999999999997,0.048365288386742276,6000,4
64,505,0.014703497290611267,0.019571082666516304,0.01387405302375555,0.7512868624160036,1.0597838472604595,0.008118142435948054,0.0,0.022825142743996402,0.6443333333333333,0.060872086724887295,14.878975022383196,3.5107598079409215,4.20771285285876,1.0,1.0,0.8541666666666666,0.14583333333333337,0.09350000000000003,0.04825813494126002,6000,4
