finetune_epochs,target,seed,validation_mse,base_only,pool_all,random,relevance,mmr,facility_location,dpp,static_utility,cached_mur,oracle_static,oracle_greedy,ranked_response_q4,ranked_response_q8
0,27,101,,0.0,0.00031323765870183706,-0.0023251173552125692,-0.006571411620825529,-0.00783486571162939,-0.005251361057162285,-0.006496874615550041,-0.003336523426696658,-0.0029623624868690968,0.043280236423015594,0.0551234595477581,-0.0027495846152305603,-0.0026943294797092676
0,27,202,,0.0,0.0013112631859257817,0.0008523866999894381,-0.001963071757927537,-0.005603662692010403,0.0007213883218355477,-0.0018629925325512886,-0.002135458867996931,-0.008765370585024357,0.0337015762925148,0.04221995547413826,0.0013326065381988883,0.0006487833452410996
0,54,101,,0.0,0.020224109292030334,0.013956972397863865,0.0059339264407753944,0.011221094988286495,0.011118018999695778,0.007162175141274929,0.011568589136004448,0.018207427114248276,0.08011530339717865,0.09532899409532547,0.02034350112080574,0.019592221826314926
0,54,202,,0.0,0.013293941505253315,0.008400279097259045,0.0034267001319676638,0.008947244845330715,0.005017685703933239,0.00700423214584589,0.002564394613727927,0.00853121466934681,0.07460381090641022,0.08626019209623337,0.010081044398248196,0.0089240912348032
0,82,101,,0.0,0.03961622342467308,0.01634957827627659,0.008461968973279,0.028775040060281754,0.008790931664407253,0.030309654772281647,0.01528602559119463,0.04293888434767723,0.17316894233226776,0.20048674941062927,0.07304476946592331,0.08130232244729996
0,82,202,,0.0,0.01473311148583889,0.0014314178843051195,0.007531591225415468,0.022883377969264984,-0.015593425370752811,0.009830916300415993,-0.023206554353237152,-0.011227450333535671,0.10840602219104767,0.12589778006076813,-0.018485473468899727,-0.021038589999079704
2,0,101,0.39802706241607666,0.0,0.03276610001921654,0.028115885332226753,0.025457778945565224,0.01958705112338066,0.02844913862645626,0.02642044425010681,0.026276851072907448,0.012954160571098328,0.08494563400745392,0.09663401544094086,0.016996392980217934,0.016975415870547295
2,0,202,0.34499096870422363,0.0,0.029251888394355774,0.02605748176574707,0.01717875897884369,0.02760009840130806,0.018221726641058922,0.028336869552731514,0.024920884519815445,0.020323894917964935,0.09194187819957733,0.10110709816217422,0.009400095790624619,0.011580335907638073
2,109,101,0.41239240765571594,0.0,0.0015810823533684015,-0.004115880932658911,-0.002580313477665186,0.0014087562449276447,-0.001354499370791018,0.0005871002795174718,-0.003333470318466425,0.001791491755284369,0.0597698912024498,0.08046912401914597,-0.0011256398865953088,0.0023074019700288773
2,109,202,0.4100787341594696,0.0,-0.0056382170878350735,-0.0035702879540622234,0.00289231538772583,0.001958040054887533,-0.004417342133820057,-0.001304992358200252,-0.006146188825368881,-0.009104711934924126,0.0571405403316021,0.07281402498483658,-0.005919267423450947,-0.0048186276108026505
2,137,101,0.44516801834106445,0.0,0.014040922746062279,0.003282930003479123,-0.0013971062144264579,-0.00046632529119960964,0.006535210646688938,0.0074037243612110615,0.003049793653190136,-0.003327189013361931,0.1087169274687767,0.1263894885778427,0.005522708874195814,0.010818677954375744
2,137,202,0.5055436491966248,0.0,0.017942138016223907,0.009500198066234589,0.012902744114398956,0.01477821171283722,0.010931921191513538,0.01968788541853428,0.01654515601694584,0.011301245540380478,0.10429973155260086,0.11889499425888062,0.02673780731856823,0.027775760740041733
2,164,101,0.4356285035610199,0.0,0.021213017404079437,0.008084959350526333,0.005483859218657017,0.006703880149871111,0.006922262255102396,0.014295101165771484,0.007378923706710339,0.009206835180521011,0.10523244738578796,0.12394549697637558,0.007419296074658632,0.01247483678162098
2,164,202,0.49311670660972595,0.0,0.00926080159842968,0.000994007452391088,-0.005839737132191658,-0.001903484226204455,0.005530815105885267,0.013547195121645927,-0.01333654671907425,0.0007449209806509316,0.09471973776817322,0.10817677527666092,0.007206240203231573,0.0052380189299583435
2,192,101,0.47226056456565857,0.0,0.007920192554593086,0.00033595311106182635,0.0011787388939410448,-0.002296942286193371,0.0019351908704265952,-0.0003852052614092827,0.0016288101905956864,-0.00013551212032325566,0.07317694276571274,0.08651948720216751,-0.007538719568401575,-0.0045305946841835976
2,192,202,0.46972060203552246,0.0,0.00221630628220737,0.0019422548357397318,-0.0031229888554662466,0.001581188989803195,-0.009755359962582588,0.002128810388967395,0.0013449692633002996,-0.0028731022030115128,0.07555434107780457,0.08742906153202057,-0.003610190935432911,-0.0034359258133918047
2,27,101,0.32972240447998047,0.0,0.002910566283389926,0.0008312702411785722,-0.001400784938596189,-0.0008214216213673353,-0.00189111044164747,-0.0009965448407456279,-0.0017220407025888562,-0.0028472943231463432,0.03773851320147514,0.04996246099472046,-0.004981037694960833,-0.0043393876403570175
2,27,202,0.3257180154323578,0.0,0.002556182211264968,0.0018606025259941816,0.004062317777425051,0.0010089934803545475,0.0039250669069588184,0.002135444199666381,0.0018930478254333138,-0.0009041666053235531,0.03786087408661842,0.045083120465278625,0.0007767379283905029,-0.0011666853679344058
2,54,101,0.31385669112205505,0.0,0.008557046763598919,0.004969771020114422,-0.005838729906827211,0.002189302584156394,-0.0007188641466200352,-0.0011314918519929051,-0.0020916135981678963,5.015075294068083e-05,0.06772135943174362,0.08093511313199997,-0.002549748867750168,-0.0051115574315190315
2,54,202,0.31753575801849365,0.0,0.0010303129674866796,-0.000429723848355934,-0.008379189297556877,0.003047001315280795,-0.0163023229688406,-0.002897546160966158,0.006462533492594957,0.01617705449461937,0.07877647131681442,0.0911126360297203,0.009229118004441261,0.0034982154611498117
2,82,101,0.3957296311855316,0.0,-0.03958583623170853,-0.04189639911055565,-0.025320779532194138,-0.019852513447403908,-0.04481279477477074,-0.023606711998581886,0.01613466441631317,0.03560568019747734,0.13427236676216125,0.15650300681591034,0.05837871506810188,0.0678040012717247
2,82,202,0.4616900682449341,0.0,0.0028893076814711094,-0.011017977260053158,0.003823822597041726,0.016403552144765854,-0.0314226970076561,-0.007931174710392952,-0.06068141385912895,-0.04626385495066643,0.11791634559631348,0.13446015119552612,-0.05944349989295006,-0.06479931622743607
5,0,101,0.3776402473449707,0.0,0.026640715077519417,0.026392536237835884,0.026110202074050903,0.016888942569494247,0.025649365037679672,0.024074995890259743,0.0212028156965971,0.012007699348032475,0.08558595180511475,0.09915478527545929,0.016764961183071136,0.01704149879515171
5,0,202,0.34499096870422363,0.0,0.029251888394355774,0.02605748176574707,0.01717875897884369,0.02760009840130806,0.018221726641058922,0.028336869552731514,0.024920884519815445,0.020323894917964935,0.09194187819957733,0.10110709816217422,0.009400095790624619,0.011580335907638073
5,109,101,0.41239240765571594,0.0,0.0015810823533684015,-0.004115880932658911,-0.002580313477665186,0.0014087562449276447,-0.001354499370791018,0.0005871002795174718,-0.003333470318466425,0.001791491755284369,0.0597698912024498,0.08046912401914597,-0.0011256398865953088,0.0023074019700288773
5,109,202,0.4100787341594696,0.0,-0.0056382170878350735,-0.0035702879540622234,0.00289231538772583,0.001958040054887533,-0.004417342133820057,-0.001304992358200252,-0.006146188825368881,-0.009104711934924126,0.0571405403316021,0.07281402498483658,-0.005919267423450947,-0.0048186276108026505
5,137,101,0.44516801834106445,0.0,0.014040922746062279,0.003282930003479123,-0.0013971062144264579,-0.00046632529119960964,0.006535210646688938,0.0074037243612110615,0.003049793653190136,-0.003327189013361931,0.1087169274687767,0.1263894885778427,0.005522708874195814,0.010818677954375744
5,137,202,0.5029413104057312,0.0,0.022724736481904984,0.012158635072410107,0.016177358105778694,0.014928603544831276,0.015291634015738964,0.022225700318813324,0.013863230124115944,0.006878252141177654,0.10621053725481033,0.12218344956636429,0.006608206778764725,0.01331277471035719
5,164,101,0.4356285035610199,0.0,0.021213017404079437,0.008084959350526333,0.005483859218657017,0.006703880149871111,0.006922262255102396,0.014295101165771484,0.007378923706710339,0.009206835180521011,0.10523244738578796,0.12394549697637558,0.007419296074658632,0.01247483678162098
5,164,202,0.49311670660972595,0.0,0.00926080159842968,0.000994007452391088,-0.005839737132191658,-0.001903484226204455,0.005530815105885267,0.013547195121645927,-0.01333654671907425,0.0007449209806509316,0.09471973776817322,0.10817677527666092,0.007206240203231573,0.0052380189299583435
5,192,101,0.47226056456565857,0.0,0.007920192554593086,0.00033595311106182635,0.0011787388939410448,-0.002296942286193371,0.0019351908704265952,-0.0003852052614092827,0.0016288101905956864,-0.00013551212032325566,0.07317694276571274,0.08651948720216751,-0.007538719568401575,-0.0045305946841835976
5,192,202,0.46972060203552246,0.0,0.00221630628220737,0.0019422548357397318,-0.0031229888554662466,0.001581188989803195,-0.009755359962582588,0.002128810388967395,0.0013449692633002996,-0.0028731022030115128,0.07555434107780457,0.08742906153202057,-0.003610190935432911,-0.0034359258133918047
5,27,101,0.32972240447998047,0.0,0.002910566283389926,0.0008312702411785722,-0.001400784938596189,-0.0008214216213673353,-0.00189111044164747,-0.0009965448407456279,-0.0017220407025888562,-0.0028472943231463432,0.03773851320147514,0.04996246099472046,-0.004981037694960833,-0.0043393876403570175
5,27,202,0.3257180154323578,0.0,0.002556182211264968,0.0018606025259941816,0.004062317777425051,0.0010089934803545475,0.0039250669069588184,0.002135444199666381,0.0018930478254333138,-0.0009041666053235531,0.03786087408661842,0.045083120465278625,0.0007767379283905029,-0.0011666853679344058
5,54,101,0.31385669112205505,0.0,0.008557046763598919,0.004969771020114422,-0.005838729906827211,0.002189302584156394,-0.0007188641466200352,-0.0011314918519929051,-0.0020916135981678963,5.015075294068083e-05,0.06772135943174362,0.08093511313199997,-0.002549748867750168,-0.0051115574315190315
5,54,202,0.31753575801849365,0.0,0.0010303129674866796,-0.000429723848355934,-0.008379189297556877,0.003047001315280795,-0.0163023229688406,-0.002897546160966158,0.006462533492594957,0.01617705449461937,0.07877647131681442,0.0911126360297203,0.009229118004441261,0.0034982154611498117
5,82,101,0.3957296311855316,0.0,-0.03958583623170853,-0.04189639911055565,-0.025320779532194138,-0.019852513447403908,-0.04481279477477074,-0.023606711998581886,0.01613466441631317,0.03560568019747734,0.13427236676216125,0.15650300681591034,0.05837871506810188,0.0678040012717247
5,82,202,0.45776858925819397,0.0,-0.030308788642287254,-0.03955632075667381,-0.005249981768429279,-0.011186106130480766,-0.043571989983320236,-0.038502439856529236,0.00027081285952590406,0.01151724811643362,0.13283321261405945,0.1542569100856781,0.01714661717414856,0.010086926631629467
10,0,101,0.3695620000362396,0.0,0.030539970844984055,0.027961600571870804,0.026657402515411377,0.01823088899254799,0.027997728437185287,0.02698875404894352,0.025121072307229042,0.016762960702180862,0.0858583152294159,0.09914688020944595,0.01568693295121193,0.017622295767068863
10,0,202,0.34499096870422363,0.0,0.029251888394355774,0.02605748176574707,0.01717875897884369,0.02760009840130806,0.018221726641058922,0.028336869552731514,0.024920884519815445,0.020323894917964935,0.09194187819957733,0.10110709816217422,0.009400095790624619,0.011580335907638073
10,109,101,0.41239240765571594,0.0,0.0015810823533684015,-0.004115880932658911,-0.002580313477665186,0.0014087562449276447,-0.001354499370791018,0.0005871002795174718,-0.003333470318466425,0.001791491755284369,0.0597698912024498,0.08046912401914597,-0.0011256398865953088,0.0023074019700288773
10,109,202,0.4100787341594696,0.0,-0.0056382170878350735,-0.0035702879540622234,0.00289231538772583,0.001958040054887533,-0.004417342133820057,-0.001304992358200252,-0.006146188825368881,-0.009104711934924126,0.0571405403316021,0.07281402498483658,-0.005919267423450947,-0.0048186276108026505
10,137,101,0.44516801834106445,0.0,0.014040922746062279,0.003282930003479123,-0.0013971062144264579,-0.00046632529119960964,0.006535210646688938,0.0074037243612110615,0.003049793653190136,-0.003327189013361931,0.1087169274687767,0.1263894885778427,0.005522708874195814,0.010818677954375744
10,137,202,0.4962344467639923,0.0,0.02378745563328266,0.011602676473557949,0.016174789518117905,0.015564854256808758,0.01482955738902092,0.022513844072818756,0.012506441213190556,0.00851165596395731,0.10727857798337936,0.12268295139074326,0.013424691744148731,0.018034163862466812
10,164,101,0.4356285035610199,0.0,0.021213017404079437,0.008084959350526333,0.005483859218657017,0.006703880149871111,0.006922262255102396,0.014295101165771484,0.007378923706710339,0.009206835180521011,0.10523244738578796,0.12394549697637558,0.007419296074658632,0.01247483678162098
10,164,202,0.49311670660972595,0.0,0.00926080159842968,0.000994007452391088,-0.005839737132191658,-0.001903484226204455,0.005530815105885267,0.013547195121645927,-0.01333654671907425,0.0007449209806509316,0.09471973776817322,0.10817677527666092,0.007206240203231573,0.0052380189299583435
10,192,101,0.47226056456565857,0.0,0.007920192554593086,0.00033595311106182635,0.0011787388939410448,-0.002296942286193371,0.0019351908704265952,-0.0003852052614092827,0.0016288101905956864,-0.00013551212032325566,0.07317694276571274,0.08651948720216751,-0.007538719568401575,-0.0045305946841835976
10,192,202,0.4664340019226074,0.0,0.014418023638427258,0.011434920132160187,0.007351785432547331,0.008183677680790424,0.001990205841138959,0.008205657824873924,0.006748843006789684,0.0014274506829679012,0.08841802179813385,0.10432352870702744,-0.00031298137037083507,-0.0002896689111366868
10,27,101,0.32972240447998047,0.0,0.002910566283389926,0.0008312702411785722,-0.001400784938596189,-0.0008214216213673353,-0.00189111044164747,-0.0009965448407456279,-0.0017220407025888562,-0.0028472943231463432,0.03773851320147514,0.04996246099472046,-0.004981037694960833,-0.0043393876403570175
10,27,202,0.3257180154323578,0.0,0.002556182211264968,0.0018606025259941816,0.004062317777425051,0.0010089934803545475,0.0039250669069588184,0.002135444199666381,0.0018930478254333138,-0.0009041666053235531,0.03786087408661842,0.045083120465278625,0.0007767379283905029,-0.0011666853679344058
10,54,101,0.31385669112205505,0.0,0.008557046763598919,0.004969771020114422,-0.005838729906827211,0.002189302584156394,-0.0007188641466200352,-0.0011314918519929051,-0.0020916135981678963,5.015075294068083e-05,0.06772135943174362,0.08093511313199997,-0.002549748867750168,-0.0051115574315190315
10,54,202,0.31753575801849365,0.0,0.0010303129674866796,-0.000429723848355934,-0.008379189297556877,0.003047001315280795,-0.0163023229688406,-0.002897546160966158,0.006462533492594957,0.01617705449461937,0.07877647131681442,0.0911126360297203,0.009229118004441261,0.0034982154611498117
10,82,101,0.3957296311855316,0.0,-0.03958583623170853,-0.04189639911055565,-0.025320779532194138,-0.019852513447403908,-0.04481279477477074,-0.023606711998581886,0.01613466441631317,0.03560568019747734,0.13427236676216125,0.15650300681591034,0.05837871506810188,0.0678040012717247
10,82,202,0.45776858925819397,0.0,-0.030308788642287254,-0.03955632075667381,-0.005249981768429279,-0.011186106130480766,-0.043571989983320236,-0.038502439856529236,0.00027081285952590406,0.01151724811643362,0.13283321261405945,0.1542569100856781,0.01714661717414856,0.010086926631629467
30,0,101,0.3728533089160919,0.0,0.033368200063705444,0.030379286035895348,0.029936162754893303,0.02054760977625847,0.030208522453904152,0.02904636412858963,0.02639339119195938,0.01554092951118946,0.08933568000793457,0.10313969105482101,0.018530841916799545,0.02179434522986412
30,0,202,0.34499096870422363,0.0,0.029251888394355774,0.02605748176574707,0.01717875897884369,0.02760009840130806,0.018221726641058922,0.028336869552731514,0.024920884519815445,0.020323894917964935,0.09194187819957733,0.10110709816217422,0.009400095790624619,0.011580335907638073
30,109,101,0.41239240765571594,0.0,0.0015810823533684015,-0.004115880932658911,-0.002580313477665186,0.0014087562449276447,-0.001354499370791018,0.0005871002795174718,-0.003333470318466425,0.001791491755284369,0.0597698912024498,0.08046912401914597,-0.0011256398865953088,0.0023074019700288773
30,109,202,0.4100787341594696,0.0,-0.0056382170878350735,-0.0035702879540622234,0.00289231538772583,0.001958040054887533,-0.004417342133820057,-0.001304992358200252,-0.006146188825368881,-0.009104711934924126,0.0571405403316021,0.07281402498483658,-0.005919267423450947,-0.0048186276108026505
30,137,101,0.44516801834106445,0.0,0.014040922746062279,0.003282930003479123,-0.0013971062144264579,-0.00046632529119960964,0.006535210646688938,0.0074037243612110615,0.003049793653190136,-0.003327189013361931,0.1087169274687767,0.1263894885778427,0.005522708874195814,0.010818677954375744
30,137,202,0.4962344467639923,0.0,0.02378745563328266,0.011602676473557949,0.016174789518117905,0.015564854256808758,0.01482955738902092,0.022513844072818756,0.012506441213190556,0.00851165596395731,0.10727857798337936,0.12268295139074326,0.013424691744148731,0.018034163862466812
30,164,101,0.4356285035610199,0.0,0.021213017404079437,0.008084959350526333,0.005483859218657017,0.006703880149871111,0.006922262255102396,0.014295101165771484,0.007378923706710339,0.009206835180521011,0.10523244738578796,0.12394549697637558,0.007419296074658632,0.01247483678162098
30,164,202,0.49311670660972595,0.0,0.00926080159842968,0.000994007452391088,-0.005839737132191658,-0.001903484226204455,0.005530815105885267,0.013547195121645927,-0.01333654671907425,0.0007449209806509316,0.09471973776817322,0.10817677527666092,0.007206240203231573,0.0052380189299583435
30,192,101,0.47226056456565857,0.0,0.007920192554593086,0.00033595311106182635,0.0011787388939410448,-0.002296942286193371,0.0019351908704265952,-0.0003852052614092827,0.0016288101905956864,-0.00013551212032325566,0.07317694276571274,0.08651948720216751,-0.007538719568401575,-0.0045305946841835976
30,192,202,0.4664340019226074,0.0,0.014418023638427258,0.011434920132160187,0.007351785432547331,0.008183677680790424,0.001990205841138959,0.008205657824873924,0.006748843006789684,0.0014274506829679012,0.08841802179813385,0.10432352870702744,-0.00031298137037083507,-0.0002896689111366868
30,27,101,0.32972240447998047,0.0,0.002910566283389926,0.0008312702411785722,-0.001400784938596189,-0.0008214216213673353,-0.00189111044164747,-0.0009965448407456279,-0.0017220407025888562,-0.0028472943231463432,0.03773851320147514,0.04996246099472046,-0.004981037694960833,-0.0043393876403570175
30,27,202,0.3257180154323578,0.0,0.002556182211264968,0.0018606025259941816,0.004062317777425051,0.0010089934803545475,0.0039250669069588184,0.002135444199666381,0.0018930478254333138,-0.0009041666053235531,0.03786087408661842,0.045083120465278625,0.0007767379283905029,-0.0011666853679344058
30,54,101,0.31385669112205505,0.0,0.008557046763598919,0.004969771020114422,-0.005838729906827211,0.002189302584156394,-0.0007188641466200352,-0.0011314918519929051,-0.0020916135981678963,5.015075294068083e-05,0.06772135943174362,0.08093511313199997,-0.002549748867750168,-0.0051115574315190315
30,54,202,0.31753575801849365,0.0,0.0010303129674866796,-0.000429723848355934,-0.008379189297556877,0.003047001315280795,-0.0163023229688406,-0.002897546160966158,0.006462533492594957,0.01617705449461937,0.07877647131681442,0.0911126360297203,0.009229118004441261,0.0034982154611498117
30,82,101,0.3957296311855316,0.0,-0.03958583623170853,-0.04189639911055565,-0.025320779532194138,-0.019852513447403908,-0.04481279477477074,-0.023606711998581886,0.01613466441631317,0.03560568019747734,0.13427236676216125,0.15650300681591034,0.05837871506810188,0.0678040012717247
30,82,202,0.45776858925819397,0.0,-0.030308788642287254,-0.03955632075667381,-0.005249981768429279,-0.011186106130480766,-0.043571989983320236,-0.038502439856529236,0.00027081285952590406,0.01151724811643362,0.13283321261405945,0.1542569100856781,0.01714661717414856,0.010086926631629467
